DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Status,Status Desc,Crm Cd 1,LOCATION,LAT,LON
231007687,04/06/2023 12:00:00 AM,03/31/2023 12:00:00 AM,1200,10,West Valley,1035,2,900,VIOLATION OF COURT ORDER,2038,38,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,900.0,6700    DARBY                        AV,34.1928,-118.5335
240804847,01/16/2024 12:00:00 AM,01/16/2024 12:00:00 AM,900,8,West LA,884,1,330,BURGLARY FROM VEHICLE,1822 0344 1302 1307 1306,35,F,W,707.0,GARAGE/CARPORT,IC,Invest Cont,330.0,2300 S  BENTLEY                      AV,34.0392,-118.4358
211705940,02/24/2021 12:00:00 AM,02/23/2021 12:00:00 AM,1730,17,Devonshire,1735,1,210,ROBBERY,0325 2004 0202 0416 1822 0378 0444 0945,0,X,X,402.0,MARKET,IC,Invest Cont,210.0,10800    ZELZAH                       AV,34.2661,-118.5234
241511681,06/29/2024 12:00:00 AM,06/27/2020 12:00:00 AM,2210,15,N Hollywood,1524,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0321 0329 1300,24,F,H,723.0,PRIVATE SCHOOL/PRESCHOOL,IC,Invest Cont,740.0,12200    VICTORY                      BL,34.1867,-118.3987
222014611,09/02/2022 12:00:00 AM,09/02/2022 12:00:00 AM,1400,20,Olympic,2062,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1218 0416 0342 0417,59,M,H,109.0,PARK/PLAYGROUND,IC,Invest Cont,230.0,ARLINGTON                    AV,34.0526,-118.3153
231219995,09/22/2023 12:00:00 AM,09/22/2023 12:00:00 AM,42,12,77th Street,1253,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1300 0421,49,F,H,101.0,STREET,AA,Adult Arrest,230.0,WESTERN                      AV,33.9727,-118.309
220709740,05/27/2022 12:00:00 AM,05/27/2022 12:00:00 AM,640,7,Wilshire,775,2,624,BATTERY - SIMPLE ASSAULT,0444 0400,50,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,624.0,1700    VINEYARD                     AV,34.0427,-118.3423
231106795,03/14/2023 12:00:00 AM,03/14/2023 12:00:00 AM,1300,11,Northeast,1132,2,662,"BUNCO, GRAND THEFT",0701,56,F,W,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,662.0,2900    HYPERION                     AV,34.1092,-118.2713
200405100,01/29/2020 12:00:00 AM,01/29/2020 12:00:00 AM,700,4,Hollenbeck,471,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,0,X,X,121.0,YARD (RESIDENTIAL/BUSINESS),IC,Invest Cont,331.0,2200 E  7TH                          ST,34.0345,-118.2256
221305919,02/04/2022 12:00:00 AM,02/04/2022 12:00:00 AM,2130,13,Newton,1385,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1259 2024 2000 1814 0444 0429 0446 0416 0913,7,F,B,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,236.0,400 E  60TH                         ST,33.9852,-118.2679
231308891,04/08/2023 12:00:00 AM,04/08/2023 12:00:00 AM,420,13,Newton,1317,1,310,BURGLARY,1309 0344 0342 1609,0,M,W,203.0,OTHER BUSINESS,IC,Invest Cont,310.0,1300 E  15TH                         ST,34.0272,-118.248
241706556,03/02/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1100,17,Devonshire,1781,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0377 0352 0344 1202,72,F,W,221.0,PUBLIC STORAGE,IC,Invest Cont,331.0,20500    NORDHOFF                     ST,34.2318,-118.5797
210511081,07/05/2021 12:00:00 AM,07/05/2021 12:00:00 AM,1500,5,Harbor,557,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1310 1309 0334 0302 1407 1822 1100 0329,51,M,H,101.0,STREET,IC,Invest Cont,230.0,6TH,33.7388,-118.2923
221614025,11/04/2022 12:00:00 AM,10/01/2022 12:00:00 AM,1200,16,Foothill,1645,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0913 1814 2000,31,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,956.0,12300    OSBORNE                      ST,34.2626,-118.4094
221514650,09/08/2022 12:00:00 AM,09/04/2022 12:00:00 AM,100,15,N Hollywood,1543,1,310,BURGLARY,0344,20,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,310.0,5400    VANTAGE                      AV,34.1687,-118.3982
241512423,07/31/2024 12:00:00 AM,07/30/2024 12:00:00 AM,1700,15,N Hollywood,1501,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 0361 1236 0325 2032,34,M,F,102.0,SIDEWALK,IC,Invest Cont,440.0,7700    MARY ELLEN                   AV,34.2104,-118.4195
221707356,02/14/2022 12:00:00 AM,02/13/2022 12:00:00 AM,2146,17,Devonshire,1751,1,480,BIKE - STOLEN,0344,33,F,W,123.0,PARKING UNDERGROUND/BUILDING,IC,Invest Cont,480.0,9900    OWENSMOUTH                   AV,34.25,-118.6017
231208398,03/11/2023 12:00:00 AM,04/11/2020 12:00:00 AM,1715,12,77th Street,1252,2,354,THEFT OF IDENTITY,0100 0922 0929 0930 1822,22,F,B,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,354.0,7000    MADDEN                       AV,33.9764,-118.3256
232104901,01/25/2023 12:00:00 AM,01/24/2023 12:00:00 AM,1630,21,Topanga,2136,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0429 1814 2000,44,F,B,222.0,LAUNDROMAT,AO,Adult Other,626.0,21100    SHERMAN                      WY,34.2011,-118.5974
210110828,05/25/2021 12:00:00 AM,05/25/2021 12:00:00 AM,1055,1,Central,119,2,888,TRESPASSING,1501,34,M,H,210.0,RESTAURANT/FAST FOOD,IC,Invest Cont,888.0,500    RAMIREZ                      ST,34.055,-118.2321
220808511,04/19/2022 12:00:00 AM,04/17/2022 12:00:00 AM,2200,8,West LA,835,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,40,F,J,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,745.0,1800 S  BENTLEY                      AV,34.0463,-118.4419
220307048,03/05/2022 12:00:00 AM,03/05/2022 12:00:00 AM,1600,3,Southwest,391,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 1822 1202 1309 1100 0302 0334 0450 1240 0919,61,M,W,101.0,STREET,AA,Adult Arrest,230.0,LA BREA                      AV,33.9972,-118.3579
230305590,01/26/2023 12:00:00 AM,12/01/2022 12:00:00 AM,713,3,Southwest,336,2,354,THEFT OF IDENTITY,0100 0922 1822,47,F,H,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,354.0,2200 W  29TH                         ST,34.0291,-118.3151
221314550,07/15/2022 12:00:00 AM,07/14/2022 12:00:00 AM,1330,13,Newton,1322,2,624,BATTERY - SIMPLE ASSAULT,0400 0417 0913,31,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,624.0,600 E  ADAMS                        BL,34.0224,-118.2632
201310041,04/28/2020 12:00:00 AM,04/28/2020 12:00:00 AM,140,13,Newton,1393,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 0913 0416 0334 0411 1402,26,M,H,101.0,STREET,AO,Adult Other,230.0,100 W  66TH                         ST,33.9796,-118.2739
211423236,12/20/2021 12:00:00 AM,11/29/2021 12:00:00 AM,350,14,Pacific,1485,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300,49,M,W,108.0,PARKING LOT,IC,Invest Cont,331.0,9100 S  SEPULVEDA                    BL,33.954,-118.3963
240204234,01/05/2024 12:00:00 AM,11/22/2023 12:00:00 AM,2023,2,Rampart,203,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1501,0,X,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,740.0,800 N  VERMONT                      AV,34.0859,-118.2917
211317090,10/08/2021 12:00:00 AM,10/06/2021 12:00:00 AM,1900,13,Newton,1327,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913,26,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",AA,Adult Arrest,626.0,ADAMS                        BL,34.0172,-118.2442
240614001,12/17/2024 12:00:00 AM,12/16/2024 12:00:00 AM,1800,6,Hollywood,643,1,330,BURGLARY FROM VEHICLE,1822 0344 1300 1501,39,M,W,101.0,STREET,IC,Invest Cont,330.0,7500    HOLLYWOOD                    BL,34.1016,-118.3529
211909711,06/11/2021 12:00:00 AM,06/10/2021 12:00:00 AM,1600,19,Mission,1902,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0385,62,M,O,108.0,PARKING LOT,IC,Invest Cont,331.0,14300    POLK                         ST,34.3196,-118.4561
210214268,09/03/2021 12:00:00 AM,08/30/2021 12:00:00 AM,1700,2,Rampart,211,1,330,BURGLARY FROM VEHICLE,1822 0344 1300 0352 0321 1601,29,F,B,122.0,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,330.0,500 N  MARIPOSA                     AV,34.079,-118.2992
200200526,01/18/2020 12:00:00 AM,01/17/2020 12:00:00 AM,1630,2,Rampart,257,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1402 1300 0329 1251,18,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740.0,6TH                          ST,34.0566,-118.2681
211423702,12/30/2021 12:00:00 AM,12/30/2021 12:00:00 AM,1110,14,Pacific,1409,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,26,F,H,405.0,CLOTHING STORE,IC,Invest Cont,341.0,VENICE                       BL,34.0294,-118.3883
201809904,04/21/2020 12:00:00 AM,04/20/2020 12:00:00 AM,1000,18,Southeast,1824,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 0329,42,M,H,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,745.0,800 E  95TH                         ST,33.9502,-118.2608
201416749,09/06/2020 12:00:00 AM,09/06/2020 12:00:00 AM,845,14,Pacific,1494,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2004,68,M,B,212.0,TRANSPORTATION FACILITY (AIRPORT),IC,Invest Cont,440.0,500    WORLD WAY,33.9427,-118.4052
201410017,04/24/2020 12:00:00 AM,04/23/2020 12:00:00 AM,2330,14,Pacific,1406,1,330,BURGLARY FROM VEHICLE,0321 0344 1300 1607,21,M,O,707.0,GARAGE/CARPORT,IC,Invest Cont,330.0,10500    VALPARAISO                   ST,34.0303,-118.4133
211821667,12/16/2021 12:00:00 AM,12/16/2021 12:00:00 AM,1650,18,Southeast,1823,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1309 1310 1257 0216,0,F,X,101.0,STREET,IC,Invest Cont,230.0,SAN PEDRO,33.9456,-118.2695
240807394,03/27/2024 12:00:00 AM,03/27/2024 12:00:00 AM,1114,8,West LA,839,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 1822 0378,0,X,X,203.0,OTHER BUSINESS,IC,Invest Cont,343.0,10200    SANTA MONICA                 BL,34.0611,-118.4184
211216500,07/25/2021 12:00:00 AM,07/23/2021 12:00:00 AM,2100,12,77th Street,1266,1,310,BURGLARY,1202 0314 2034 0344 0377 1608,60,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,310.0,700 W  81ST                         ST,33.9655,-118.2838
200113599,06/18/2020 12:00:00 AM,06/18/2020 12:00:00 AM,1543,1,Central,147,2,624,BATTERY - SIMPLE ASSAULT,0416 1822,30,M,B,102.0,SIDEWALK,IC,Invest Cont,624.0,5TH,34.0442,-118.2439
240812594,12/16/2024 12:00:00 AM,12/12/2024 12:00:00 AM,920,8,West LA,852,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0601 1822 2028,0,X,X,203.0,OTHER BUSINESS,IC,Invest Cont,442.0,11800    SANTA MONICA                 BL,34.0428,-118.4582
200211169,06/10/2020 12:00:00 AM,05/28/2020 12:00:00 AM,2000,2,Rampart,235,1,210,ROBBERY,0449 0377 1822 0342 0355 0443 0344 0327,39,M,H,102.0,SIDEWALK,IC,Invest Cont,210.0,2300 W  2ND                          ST,34.0667,-118.2728
241215035,09/06/2024 12:00:00 AM,09/02/2024 12:00:00 AM,1100,12,77th Street,1211,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 1202,74,M,B,514.0,GROUP HOME,IC,Invest Cont,440.0,5300    ARLINGTON                    AV,33.995,-118.3182
210110756,05/24/2021 12:00:00 AM,05/24/2021 12:00:00 AM,1340,1,Central,154,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1414 1310 1309 0919 1822 0329 0334,29,M,B,101.0,STREET,IC,Invest Cont,230.0,6TH,34.046,-118.251
210505715,02/12/2021 12:00:00 AM,02/12/2021 12:00:00 AM,1630,5,Harbor,562,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329 1307,61,F,B,122.0,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740.0,1200 S  LELAND                       ST,33.7326,-118.305
220115444,07/02/2022 12:00:00 AM,07/01/2022 12:00:00 AM,2030,1,Central,185,1,330,BURGLARY FROM VEHICLE,1609 1822 1307 0344 0329,30,M,B,108.0,PARKING LOT,IC,Invest Cont,330.0,BROADWAY,34.0409,-118.2574
210209262,05/10/2021 12:00:00 AM,05/10/2021 12:00:00 AM,320,2,Rampart,246,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344 0400 2004,57,M,H,102.0,SIDEWALK,AO,Adult Other,341.0,7TH,34.0565,-118.2768
211407116,02/24/2021 12:00:00 AM,02/20/2021 12:00:00 AM,1630,14,Pacific,1433,1,330,BURGLARY FROM VEHICLE,1300 0344,45,M,H,104.0,DRIVEWAY,IC,Invest Cont,330.0,1200    PALMS                        BL,34.0009,-118.4558
211320566,12/19/2021 12:00:00 AM,12/19/2021 12:00:00 AM,1500,13,Newton,1367,2,901,VIOLATION OF RESTRAINING ORDER,0913 2038,30,M,H,101.0,STREET,IC,Invest Cont,901.0,1500 E  53RD                         ST,33.9993,-118.2432
230611793,06/27/2023 12:00:00 AM,05/01/2023 12:00:00 AM,1200,6,Hollywood,636,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0522 1258 1501 0913 0500,11,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,812.0,6300    YUCCA                        ST,34.1037,-118.3267
241604059,01/02/2024 12:00:00 AM,01/01/2024 12:00:00 AM,1900,16,Foothill,1637,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1822,27,F,W,101.0,STREET,IC,Invest Cont,331.0,10600    NASSAU                       AV,34.2615,-118.3105
211506536,03/07/2021 12:00:00 AM,03/06/2021 12:00:00 AM,2045,15,N Hollywood,1532,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,37,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,440.0,12100    OXNARD                       ST,34.1794,-118.397
200408918,05/16/2020 12:00:00 AM,05/16/2020 12:00:00 AM,2230,4,Hollenbeck,454,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1218 1100 1407 0430,40,M,H,101.0,STREET,IC,Invest Cont,753.0,VENTURA                      FY,34.0453,-118.2197
240812271,12/01/2024 12:00:00 AM,11/21/2024 12:00:00 AM,1930,8,West LA,882,1,480,BIKE - STOLEN,0344 1822,61,F,W,120.0,STORAGE SHED,IC,Invest Cont,480.0,1900    COLBY                        AV,34.0403,-118.4487
231316141,08/24/2023 12:00:00 AM,08/12/2023 12:00:00 AM,900,13,Newton,1354,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 1814 0400 0443 1912,37,M,B,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,930.0,4200    WOODLAWN                     AV,34.0073,-118.2728
210110188,05/12/2021 12:00:00 AM,05/12/2021 12:00:00 AM,1205,1,Central,153,1,648,ARSON,0329 0913 0603 1420 1414 1501,30,F,H,504.0,OTHER RESIDENCE,IC,Invest Cont,648.0,200 W  6TH                          ST,34.046,-118.251
200300906,11/28/2020 12:00:00 AM,11/28/2020 12:00:00 AM,322,3,Southwest,313,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822 0342 1602 1402,41,M,H,108.0,PARKING LOT,IC,Invest Cont,745.0,2500    CRENSHAW                     BL,34.0335,-118.3345
240704418,01/10/2024 12:00:00 AM,12/28/2023 12:00:00 AM,1705,7,Wilshire,717,2,354,THEFT OF IDENTITY,0922,47,M,B,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,354.0,400 N  LA BREA                      AV,34.0783,-118.3441
221911547,07/05/2022 12:00:00 AM,07/05/2022 12:00:00 AM,30,19,Mission,1982,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1212 0906 1822 1816 0447,44,M,H,101.0,STREET,AA,Adult Arrest,231.0,GRESHAM                      ST,34.2309,-118.4644
222109543,05/23/2022 12:00:00 AM,04/16/2022 12:00:00 AM,630,21,Topanga,2105,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,46,M,O,122.0,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740.0,21500    ROSCOE                       BL,34.2239,-118.6017
232006808,03/06/2023 12:00:00 AM,03/06/2023 12:00:00 AM,2150,20,Olympic,2054,2,901,VIOLATION OF RESTRAINING ORDER,2038 2000,26,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,901.0,3000 W  OLYMPIC                      BL,34.0526,-118.3004
220804900,01/18/2022 12:00:00 AM,01/17/2022 12:00:00 AM,1905,8,West LA,889,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1822,31,F,H,101.0,STREET,IC,Invest Cont,331.0,SHERBOURNE,34.0438,-118.3818
242106368,02/28/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1230,21,Topanga,2157,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1814 0344 0448 0444 0408 2000 0913,24,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,236.0,6700    DE SOTO                      AV,34.1923,-118.5884
210911054,06/29/2021 12:00:00 AM,09/24/2020 12:00:00 AM,1000,9,Van Nuys,914,2,649,DOCUMENT FORGERY / STOLEN FELONY,0928,55,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,649.0,14500    SHERMAN                      WY,34.2012,-118.4487
210620332,12/13/2021 12:00:00 AM,11/25/2021 12:00:00 AM,1100,6,Hollywood,657,1,320,"BURGLARY, ATTEMPTED",1202 1601 1607 0329,64,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,320.0,5600    SANTA MONICA                 BL,34.0908,-118.3121
210610652,06/03/2021 12:00:00 AM,03/27/2021 12:00:00 AM,500,6,Hollywood,638,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1822 1501 1300,24,M,O,503.0,HOTEL,IC,Invest Cont,420.0,5600    HOLLYWOOD                    BL,34.1038,-118.3151
212116051,11/03/2021 12:00:00 AM,11/03/2021 12:00:00 AM,700,21,Topanga,2173,1,320,"BURGLARY, ATTEMPTED",1609,68,M,W,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,320.0,23100    OSTRONIC                     DR,34.1654,-118.6298
210511721,07/21/2021 12:00:00 AM,07/09/2021 12:00:00 AM,1344,5,Harbor,504,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0913 0360 1906,61,F,H,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,956.0,20800    BRIGHTON                     AV,33.84,-118.3007
241211033,04/30/2024 12:00:00 AM,04/30/2024 12:00:00 AM,1903,12,77th Street,1268,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,26,M,B,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,341.0,200 W  84TH                         ST,33.9633,-118.2764
220114023,06/11/2022 12:00:00 AM,06/11/2022 12:00:00 AM,1300,1,Central,161,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,0,X,X,203.0,OTHER BUSINESS,IC,Invest Cont,440.0,700 S  FIGUEROA                     ST,34.0483,-118.2631
230905123,02/01/2023 12:00:00 AM,01/31/2023 12:00:00 AM,2036,9,Van Nuys,929,1,310,BURGLARY,0358 1414 0321 0344 1609,43,F,O,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,310.0,6500    NAGLE                        AV,34.189,-118.4236
240305115,01/22/2024 12:00:00 AM,01/21/2024 12:00:00 AM,430,3,Southwest,334,1,310,BURGLARY,1822 0329 1601 1602 0344 1309 0216 1402,63,M,H,501.0,SINGLE FAMILY DWELLING,AA,Adult Arrest,310.0,2900 S  BRONSON                      AV,34.0295,-118.3338
240316307,11/17/2024 12:00:00 AM,11/15/2024 12:00:00 AM,2230,3,Southwest,328,1,352,PICKPOCKET,1822 0344,28,F,H,203.0,OTHER BUSINESS,IC,Invest Cont,352.0,600 W  JEFFERSON                    BL,34.0225,-118.2812
200504559,01/13/2020 12:00:00 AM,01/10/2020 12:00:00 AM,1435,5,Harbor,529,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,58,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,440.0,100 E  I                            ST,33.7812,-118.2625
241515780,12/04/2024 12:00:00 AM,12/03/2024 12:00:00 AM,746,15,N Hollywood,1514,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 0394 0325 0352,36,F,H,121.0,YARD (RESIDENTIAL/BUSINESS),IC,Invest Cont,440.0,6600    RADFORD                      AV,34.194,-118.3943
230506052,02/25/2023 12:00:00 AM,02/25/2023 12:00:00 AM,1649,5,Harbor,503,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0444 0429 0913,18,F,H,501.0,SINGLE FAMILY DWELLING,AO,Adult Other,626.0,1000    253RD                        ST,33.7947,-118.2928
232013828,08/06/2023 12:00:00 AM,08/06/2023 12:00:00 AM,1000,20,Olympic,2001,1,480,BIKE - STOLEN,1822 0344 0397,34,F,W,123.0,PARKING UNDERGROUND/BUILDING,IC,Invest Cont,480.0,400 N  NORTON                       AV,34.0785,-118.317
200412685,09/12/2020 12:00:00 AM,09/12/2020 12:00:00 AM,930,4,Hollenbeck,464,1,210,ROBBERY,1309 0344 0400 0913 1251 1259,14,F,B,108.0,PARKING LOT,AA,Adult Arrest,210.0,200 N  CHICAGO                      ST,34.0462,-118.2114
230504838,01/23/2023 12:00:00 AM,01/21/2023 12:00:00 AM,1830,5,Harbor,583,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0344,68,F,W,101.0,STREET,IC,Invest Cont,420.0,1400 W  HAMILTON                     AV,33.7173,-118.3086
210808842,05/01/2021 12:00:00 AM,05/01/2021 12:00:00 AM,940,8,West LA,817,2,624,BATTERY - SIMPLE ASSAULT,1822 0417,35,M,A,102.0,SIDEWALK,IC,Invest Cont,624.0,1000    GAYLEY                       AV,34.0607,-118.4469
210317301,10/05/2021 12:00:00 AM,10/05/2021 12:00:00 AM,630,3,Southwest,363,2,946,OTHER MISCELLANEOUS CRIME,1501,0,X,X,110.0,FREEWAY,IC,Invest Cont,946.0,4100    CRENSHAW                     BL,34.0126,-118.3403
202018196,12/08/2020 12:00:00 AM,12/08/2020 12:00:00 AM,1905,20,Olympic,2069,2,624,BATTERY - SIMPLE ASSAULT,0444 0913 1258,8,F,H,218.0,BEAUTY/BARBER SHOP,AO,Adult Other,624.0,2200 W  PICO                         BL,34.0499,-118.2879
231110593,06/28/2023 12:00:00 AM,06/27/2023 12:00:00 AM,1730,11,Northeast,1101,1,330,BURGLARY FROM VEHICLE,0344 1302,0,X,X,108.0,PARKING LOT,IC,Invest Cont,330.0,2800 E  OBSERVATORY                  RD,34.1192,-118.3004
230609919,05/17/2023 12:00:00 AM,05/07/2023 12:00:00 AM,600,6,Hollywood,646,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,37,M,F,733.0,BAR/SPORTS BAR (OPEN DAY & NIGHT),IC,Invest Cont,440.0,1600 N  LAS PALMAS                   AV,34.0997,-118.3361
231008003,04/14/2023 12:00:00 AM,04/14/2023 12:00:00 AM,1350,10,West Valley,1067,1,330,BURGLARY FROM VEHICLE,1822 0344 1609,31,F,W,108.0,PARKING LOT,IC,Invest Cont,330.0,17200    VENTURA                      BL,34.166,-118.5095
201708690,04/29/2020 12:00:00 AM,04/12/2020 12:00:00 AM,1330,17,Devonshire,1797,2,624,BATTERY - SIMPLE ASSAULT,2021 0913 1807 0448,55,F,H,708.0,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),IC,Invest Cont,624.0,16500    NORDHOFF                     ST,34.2357,-118.4917
200815447,10/20/2020 12:00:00 AM,04/07/2020 12:00:00 AM,1000,8,West LA,809,2,354,THEFT OF IDENTITY,0100 1202 0930,62,F,W,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,354.0,2400    COLDWATER CANYON             DR,34.1171,-118.404
221813031,06/21/2022 12:00:00 AM,06/18/2022 12:00:00 AM,1000,18,Southeast,1822,1,761,BRANDISH WEAPON,1202 2049 2051 0913 0334 0443 0432,65,M,B,101.0,STREET,IC,Invest Cont,761.0,BROADWAY                     AV,33.9446,-118.2781
201811277,05/17/2020 12:00:00 AM,05/16/2020 12:00:00 AM,1200,18,Southeast,1805,2,946,OTHER MISCELLANEOUS CRIME,0913 0603 1204,45,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,946.0,200 E  92ND                         ST,33.9529,-118.2717
242110570,07/24/2024 12:00:00 AM,07/23/2024 12:00:00 AM,2330,21,Topanga,2115,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0386 0344,35,F,H,707.0,GARAGE/CARPORT,IC,Invest Cont,420.0,8200    OWENSMOUTH                   AV,34.2176,-118.6016
201713948,10/04/2020 12:00:00 AM,10/04/2020 12:00:00 AM,1,17,Devonshire,1794,1,648,ARSON,0329,54,F,B,108.0,PARKING LOT,IC,Invest Cont,648.0,8600    WILBUR                       AV,34.2264,-118.5449
220813542,08/20/2022 12:00:00 AM,08/20/2022 12:00:00 AM,1124,8,West LA,839,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325,0,M,O,203.0,OTHER BUSINESS,IC,Invest Cont,442.0,10200    SANTA MONICA                 BL,34.0611,-118.4184
